anime_id,genre_id
16560,"1, 19, 29"
25091,"13, 16"
19071,16
10238,4
22887,"2, 16"
9781,"1, 19, 29"
29671,25
16007,9
9902,16
31509,
28485,"7, 35"
6060,26
9518,4
3164,4
26309,"7, 16"
27853,"16, 28"
31135,5
32254,"10, 16"
30938,7
28483,"7, 28, 35"
26329,"7, 16"
20079,"4, 35"
20081,"4, 35"
29651,"7, 13, 27"
21053,4
19965,"2, 9"
28487,
29814,16
26227,"7, 16"
19947,"1, 28, 37"
21467,"4, 13, 16"
21475,"4, 13, 16"
23575,"4, 13, 16"
3973,4
34179,29
24577,4
29926,16
8786,"4, 37"
26299,"7, 13, 16"
34502,"1, 4, 29"
28235,"4, 7, 26, 27, 29"
32227,16
16259,"1, 29"
26241,"7, 16"
26297,"7, 13, 16"
14211,13
24051,"2, 4"
29709,5
24501,"4, 31"
10847,4
25109,35
6384,"1, 30"
33387,"4, 9"
11421,"2, 16"
25305,"7, 13"
19583,"4, 23"
28021,"4, 18, 29, 36"
25473,"13, 27"
32845,"7, 21"
28427,"4, 13"
31903,"4, 13, 33"
10760,7
23183,4
20025,"4, 16"
9496,"9, 26, 30"
32107,"4, 35"
23353,"1, 7, 30"
34121,"21, 35"
28071,"4, 8"
26119,"7, 13, 16"
27561,"4, 23, 37"
30954,"4, 9"
33779,"4, 9"
29367,"2, 16"
18323,"7, 13"
10247,"4, 16"
32252,4
3947,"4, 7, 35"
24041,"2, 4, 23"
29928,16
16399,"1, 29, 38"
29207,"7, 9, 16"
32707,"4, 9, 17, 31"
23869,35
29623,7
30764,"7, 16"
30970,"6, 7, 9, 13, 16, 17, 26, 27, 39"
28489,"4, 14, 33, 37"
26331,"4, 6, 7, 16"
32800,21
29645,5
33886,"5, 21"
6701,"2, 9, 16, 17"
30761,"9, 16"
10741,"2, 7, 24"
33267,"2, 9"
17291,"1, 4, 9, 10, 33"
33144,"7, 9, 14"
28565,"7, 16"
28549,"7, 16"
32777,21
28145,"1, 2, 29"
30157,"16, 21"
20835,"4, 8, 28"
30392,35
29752,"4, 35"
11857,"33, 37"
19063,"28, 37"
32092,"21, 29"
10889,4
18533,"2, 7"
17473,"2, 16"
19627,"7, 35"
9525,"7, 13"
11767,"1, 19, 29"
29409,16
21021,"2, 9, 16, 29"
6072,"2, 9, 16"
27845,16
31016,"7, 13, 16"
25057,"4, 7, 16"
9606,16
33867,4
33870,4
33869,4
33868,4
32473,"16, 21"
29748,"4, 16"
33695,4
30921,39
10757,7
33134,9
33135,9
33136,9
30457,4
33133,9
29746,4
31599,4
10965,"2, 22, 29, 39"
29870,26
18475,37
29677,"7, 13"
7856,5
29529,"2, 6, 7, 9, 13, 16, 17, 26, 39"
10236,"2, 6, 7, 9, 13, 16, 17, 26, 39"
29527,"2, 6, 7, 9, 13, 16, 17, 26, 27, 39"
33219,"4, 17, 26, 29, 35, 39"
19497,"9, 16"
23569,35
33607,13
29381,"5, 29"
29383,"5, 29"
22975,"4, 14, 16, 33"
22977,"4, 14, 16, 33"
30777,"4, 39"
32197,4
19087,"2, 4, 16"
15067,"2, 4"
30313,"2, 4"
19587,"2, 4, 16"
5581,"1, 2"
8899,"1, 2, 16, 29"
21551,29
28111,7
19053,21
17403,22
19987,"2, 4, 16"
19505,"2, 33"
29481,"9, 16"
30704,4
23613,"4, 23, 35"
34006,19
31015,"7, 13, 16"
30245,7
29985,5
13769,"1, 9"
34292,
19993,"2, 4, 16"
13817,"4, 35"
30154,"4, 35"
13819,"4, 35"
30149,"4, 35"
30150,"4, 35"
13831,"4, 35"
13823,"4, 35"
30148,"4, 35"
13821,"2, 4, 35"
13825,"4, 35"
13827,"4, 35"
30151,"4, 35"
32568,"16, 29"
33177,16
24977,4
31604,4
30442,4
31605,4
31603,4
30443,4
30444,4
30743,35
24049,19
30167,"16, 21"
21913,"4, 13, 16"
31418,"1, 20, 28, 29, 35"
26333,"7, 16"
18583,"1, 18, 27"
29551,9
17217,"7, 13"
30435,
23727,"9, 16"
23639,"16, 39"
9584,"2, 16, 39"
29491,"9, 16"
31506,
20123,"4, 35"
8065,"1, 2, 19"
5140,"16, 21"
27841,16
29489,16
7479,"13, 18, 37"
29361,"4, 16, 35"
20127,"4, 30, 35"
9371,16
29661,5
28571,"7, 16"
6366,"1, 4, 7, 35"
32623,"9, 13"
28361,"4, 31, 35"
24047,"2, 16"
31926,21
27721,"9, 16"
27723,"9, 16"
14039,"1, 29"
29966,"16, 21"
21101,"2, 16"
9832,4
22111,37
10797,"4, 28"
26229,"7, 16"
32832,"7, 35"
24681,"2, 7, 13, 35"
20143,"7, 37"
28691,
29433,"9, 16, 17"
32420,"16, 21"
21099,"9, 16"
29453,"16, 21, 26"
27837,37
17339,"1, 7"
19515,"30, 37"
22573,"9, 16"
22641,"16, 39"
17985,"9, 16"
18087,"9, 16"
17983,"9, 16"
22625,"2, 9, 16"
17489,"2, 4, 16"
22605,"9, 16, 37"
15663,"2, 9, 16"
22615,"9, 16"
22643,"9, 16"
22653,"9, 16"
17987,"9, 16"
22649,"9, 16"
22647,"9, 16"
22645,"2, 16"
22637,"9, 16"
22639,"16, 17"
22619,16
22613,"2, 9, 16"
22651,"9, 16"
8244,"4, 16"
8353,4
29679,"6, 7"
10237,"2, 16"
28965,"4, 30"
3870,"33, 37"
19683,"33, 37"
7525,37
26139,"13, 16"
5928,"7, 29, 30"
26225,"7, 16"
23085,"4, 28, 35"
8492,"9, 16"
8494,"9, 16"
9292,16
29247,"16, 17"
17977,16
17483,16
17981,"16, 21"
29249,"16, 17"
17485,16
17979,16
8883,"4, 19"
5192,"2, 13"
21749,21
22595,4
22597,4
30976,"7, 16"
34233,4
19941,"7, 13"
19995,"2, 29"
32989,"4, 9, 21"
33034,"4, 28, 35"
26231,"7, 16"
29555,13
3277,"1, 4, 33, 37"
3275,"1, 4, 33, 37"
3279,"1, 4, 33, 37"
6012,"7, 13"
10759,7
31071,4
32408,"3, 4"
32448,"13, 16"
23349,16
30079,9
33858,4
32693,16
28035,"16, 37"
26233,"7, 16"
26327,"7, 16"
30407,5
29549,"9, 16"
29543,16
22499,"9, 16"
33915,4
34286,25
25061,"4, 8, 23, 30"
34120,7
31000,"7, 16"
18321,"1, 2, 7, 9, 13, 17, 33"
18301,"1, 19, 29, 33"
30048,"2, 4, 16, 35"
23637,"16, 21"
19585,"4, 16, 35"
22511,"4, 6"
29920,
34503,4
33877,"4, 24"
33874,"4, 24"
33882,"4, 24"
33880,"4, 24"
33876,"4, 24"
33878,"4, 24"
33875,"4, 24"
33879,"4, 24"
33454,"4, 24, 33, 35"
33881,"4, 24"
30235,"4, 28"
32430,"16, 21"
26091,"7, 16"
26345,"7, 9, 16"
28569,"7, 9, 16"
6261,"2, 4, 7, 16"
24489,"1, 7, 28, 33"
24775,"16, 35"
31587,5
30968,"16, 37"
28047,"2, 13, 26"
26293,16
26109,"7, 16"
26117,"16, 25, 29"
32759,"7, 21"
23829,"4, 23, 29, 36"
29738,21
16263,"16, 35"
30129,16
24073,"4, 9"
27519,"4, 9"
28885,"4, 9"
30212,5
15227,"7, 13"
12981,"13, 35"
26095,"7, 16"
10335,"13, 20"
17599,"4, 16, 29"
25921,"2, 16"
18081,"9, 16"
10564,"1, 4, 30"
29745,16
29759,16
23733,"4, 35"
33854,"4, 35"
7189,4
8595,"2, 4, 9, 16, 17"
33123,4
31239,"4, 21"
33226,"4, 19, 23"
20117,"4, 35"
2173,"2, 9"
17469,"2, 9"
24159,"4, 28, 30, 37"
6571,"4, 26, 35"
23097,"4, 16"
17563,"1, 19, 20, 29"
32626,16
33528,9
33527,"9, 21"
24797,4
19687,"1, 2, 9, 16"
19781,"1, 2, 9, 16"
28151,"1, 6, 13, 39"
30176,2
5886,"2, 9"
9339,"4, 16"
28119,"7, 16"
11197,4
23699,"1, 30"
28053,9
26279,9
29718,7
31007,"7, 16"
34201,"7, 35"
17669,"4, 28, 37"
5809,16
30395,4
31873,"16, 21"
19135,"7, 13"
29603,37
26043,"7, 9, 26"
17749,"4, 35"
17753,"4, 35"
33348,"1, 2, 7, 13, 27"
22465,"9, 16, 28, 35"
33115,"9, 16"
18773,4
28109,"7, 13"
19325,"2, 16"
17439,"7, 37"
17441,"7, 37"
17445,"7, 37"
17443,"7, 37"
17447,"7, 37"
28579,"7, 9, 16"
20603,"4, 23"
17615,"14, 33"
31539,4
28067,"1, 13, 20"
29493,"2, 16"
7681,"2, 9, 13, 29"
27847,"9, 16, 39"
17673,"6, 9"
27393,"2, 33"
30066,"1, 2, 22, 24"
6206,4
9947,"2, 4"
30098,"4, 30"
30096,"4, 13, 30"
30099,"4, 30"
31673,4
31674,4
29712,5
23597,4
30343,"2, 9, 16"
30349,"2, 9, 16"
6065,"26, 28"
29003,35
31054,4
32310,4
22421,"9, 16"
33782,"4, 35"
16820,"1, 16, 38"
32784,21
18155,4
13177,35
13179,35
13465,16
25027,"2, 9, 16"
25029,"2, 9, 16"
28097,"2, 16"
28099,"2, 16"
29421,"2, 16"
17102,"16, 37"
17104,"16, 37"
32823,"2, 4"
31493,"1, 2, 9"
32844,21
23901,35
23899,35
31205,"2, 9"
33443,"4, 39"
31984,"4, 23"
33755,"7, 10"
7500,13
30055,
30057,"2, 4, 9"
27965,"2, 9, 16"
4905,"3, 4"
19971,"7, 13, 21, 39"
16131,"1, 19, 29"
6577,"1, 18, 19, 38"
30673,4
30873,"1, 4, 9, 17, 19, 29, 33"
3828,2
31463,"7, 35"
15915,"2, 4, 9, 16"
33907,21
28559,"7, 16, 17"
15407,17
22827,"2, 4, 8, 9, 17, 28"
22981,"2, 4, 8, 9, 17, 28"
22979,"2, 4, 8, 9, 17, 28"
5151,"1, 7, 10, 30"
23129,"17, 21, 31"
30298,"17, 31"
33358,"4, 17, 31"
32257,"9, 17, 31"
32259,"23, 31, 35"
22239,17
8495,"9, 16, 17"
33183,"1, 9, 17, 28, 31, 35"
20499,"7, 33"
30094,"1, 4"
8889,"4, 8, 17, 26"
9818,4
30051,4
9817,4
30052,4
9819,4
28577,"7, 13, 16"
31008,"7, 16"
25073,"2, 7, 13, 35"
20229,"7, 13"
32224,"7, 16"
8372,4
28989,5
29782,"13, 20"
30906,"16, 35"
26087,"9, 16"
33551,"4, 23"
33552,"4, 21"
33542,"4, 28"
33705,4
33547,"4, 9, 23"
12185,"4, 9, 16"
30930,"7, 16"
11525,16
24019,"9, 16"
16994,"4, 8, 30"
23763,"2, 9, 16"
3180,"4, 9, 16"
10136,"2, 4, 16"
30139,"2, 4, 16"
10135,"2, 4, 13"
30107,"2, 4, 13"
10138,"2, 16"
30312,"2, 16"
20241,"4, 30, 35"
20183,13
23001,13
20231,"7, 9, 16"
33300,"4, 13"
11829,13
10137,"2, 16"
30198,"2, 16"
9856,13
10709,7
11245,13
22509,13
10282,13
10285,13
24683,"4, 13, 30"
28237,"1, 4, 9, 16"
5987,16
16784,"1, 2, 19, 29, 33"
6942,29
10648,"1, 19, 29, 33"
19873,"4, 29, 33"
29963,21
16590,"1, 2, 4, 9, 19, 29, 33"
33383,"1, 2"
32059,"1, 29"
30781,4
33843,4
27951,"9, 17"
25301,"7, 13, 35"
10239,"4, 9, 16"
29719,5
8442,"2, 4, 9, 19, 33"
9821,"4, 13"
9820,4
11711,16
26221,"7, 16"
31009,"7, 16"
16834,"1, 2, 19, 33"
9334,4
6727,"4, 29"
24259,"4, 5, 9, 14, 21, 23"
25267,22
25491,9
25265,"26, 35"
26271,"7, 13, 16, 27"
33087,"9, 11, 13, 26, 31"
25085,"2, 35"
33079,"13, 21"
4121,"1, 33, 37"
30027,"2, 9, 13, 16, 17, 39"
19705,"16, 22"
21447,"2, 16, 22"
27559,"4, 28, 30"
18311,"1, 2, 9, 17, 33"
18331,"1, 2, 9, 33"
18329,"1, 2, 9, 17, 33"
7616,7
16586,"2, 9, 26"
3846,"1, 29"
7751,4
30723,"4, 37"
5994,"4, 28, 37"
8522,"4, 28, 37"
26259,"7, 16"
27579,"7, 13"
31268,5
26107,"7, 16"
25661,"4, 31, 35"
12259,"4, 7, 22"
20453,"4, 23"
29557,"13, 20"
19597,"21, 31"
16954,"15, 26"
32402,4
31582,5
26319,"7, 16"
26255,"7, 16"
26247,"7, 16"
26253,"7, 16"
26249,"7, 16"
26251,"7, 16"
32475,"16, 21"
25071,"2, 7, 35"
29767,
26277,"7, 13, 16, 27"
7452,4
31410,"4, 10, 23, 35"
18275,"1, 2, 19, 33"
34122,7
30759,"7, 16"
26325,"7, 16"
26337,"7, 9, 13, 16, 28"
23729,"4, 9, 16"
25051,37
16021,"1, 2, 9"
5374,"16, 35"
16800,"1, 2, 19, 33"
32251,35
29365,"7, 16"
16159,"1, 4, 29, 38"
31001,"7, 16"
33980,7
25053,"4, 33"
32461,"7, 30, 35"
4096,13
8243,"2, 9"
10149,"2, 9"
33602,"2, 9"
33603,"2, 9"
33604,"2, 9"
34519,4
33225,"4, 19, 23"
32158,"4, 19, 23"
33228,"4, 19, 23"
29833,16
25605,"7, 16"
6067,"1, 2, 4"
11959,4
5241,16
23005,35
30760,"7, 16"
23881,"4, 16"
25547,"4, 16"
23885,"4, 16"
29387,"2, 16"
31116,"1, 4, 16, 23, 38"
10758,7
33401,21
11533,"2, 4"
28553,"7, 9, 13, 16"
22671,"4, 35"
22893,"26, 31"
31924,16
18743,30
9797,"1, 4"
19479,"1, 4, 8, 23"
2741,"1, 7, 37"
22221,13
30117,"2, 16"
24045,"1, 9"
33724,"1, 9, 10"
25541,16
30397,35
31369,"4, 21"
7529,4
33116,"9, 16"
29427,"2, 9, 16"
20173,"2, 9, 16"
12613,16
26281,"7, 13, 16"
26115,7
20001,"4, 16, 35"
12391,"4, 16, 35"
31643,"4, 16, 35"
17603,"4, 16, 31"
17605,"4, 16, 31"
31638,"4, 16"
31639,"16, 21"
2735,"1, 19, 29, 33"
16796,"1, 19, 33, 36"
31878,"16, 21"
33694,"4, 21"
30944,"2, 7, 16"
29895,16
9948,21
33479,35
33537,35
14253,"9, 16"
30468,"9, 16"
29371,"2, 16, 29"
17100,37
23713,"9, 16"
3465,"7, 13, 20"
26147,"13, 16"
32776,21
33485,"6, 16"
26305,"6, 7, 16"
26103,"7, 16"
19817,"21, 30, 35"
32876,4
33583,"9, 16"
34309,"4, 39"
26335,"7, 16"
25083,"2, 35"
19797,"1, 4"
19783,"1, 4"
8959,"4, 23"
30398,4
33861,4
18631,"4, 7, 30"
9498,"1, 4"
19745,"1, 4"
19753,"1, 4"
19749,"1, 4"
19729,"1, 4"
24549,"7, 13, 37"
29495,"14, 16"
27943,"1, 2, 33, 38"
33266,29
33271,"1, 29"
33272,21
33279,"4, 29"
30975,"7, 13, 16"
28695,2
29715,4
32276,4
32275,4
32136,"1, 2, 4"
16810,"1, 2, 29, 36, 38"
18315,"1, 2, 29, 33"
26153,"13, 16"
30209,"16, 21"
33130,13
15211,"22, 31"
5184,"2, 4, 13"
25253,"4, 22, 23"
31361,"4, 35"
24903,21
5925,9
33398,4
32999,"4, 35"
32572,"13, 23"
23555,"16, 17"
33727,16
31562,16
33826,13
13497,7
23737,"4, 16, 37"
24573,4
31017,"7, 13, 16"
29851,4
29844,4
30647,26
27843,16
30217,39
30409,"9, 16"
30864,5
23643,"9, 16"
27849,16
31002,"7, 16"
26257,"7, 16"
20027,"2, 9, 16"
7713,9
22413,16
32716,"6, 9, 13, 16, 17, 27, 39"
12181,"4, 13, 23"
8890,"4, 26"
8891,"4, 26"
4218,"13, 26"
31004,"7, 16"
12165,"13, 31"
26215,"7, 16"
19917,"7, 13"
25059,"4, 9, 16"
8953,"1, 28, 33, 37"
9243,"1, 28, 37"
9244,"1, 28, 37"
9242,"1, 28, 37"
33914,"9, 21"
22325,35
30999,"7, 16"
32788,"9, 21"
30177,"4, 16"
29235,"2, 18, 38"
29233,"2, 4, 18, 29, 38"
23647,"4, 16, 18, 35"
21493,"4, 18, 35"
33060,"16, 21"
31517,"4, 23"
21491,"1, 4, 28, 35"
9455,"4, 27, 33"
30965,"1, 2, 13, 18, 27"
28581,"7, 16"
28583,"7, 16"
32773,"2, 4, 16, 36"
31033,4
31034,4
22999,13
29900,7
8777,"2, 7, 13, 21"
28547,"7, 16"
28545,"7, 16"
9303,"2, 4, 9"
26265,"7, 16, 26"
17601,16
7495,39
18573,"16, 35"
18575,"16, 35"
18577,"16, 35"
8205,"4, 9, 16"
23013,4
30305,4
30019,16
30018,16
16393,"4, 22"
3514,4
5089,4
24773,"4, 35"
31019,"4, 35"
31020,"4, 35"
33174,"16, 35"
32904,21
20799,"9, 16"
28689,13
7836,37
29740,16
32633,21
33283,"4, 37"
22585,4
21019,"9, 16"
22849,4
31166,21
33176,"29, 36"
33422,"29, 36"
24845,"4, 21"
9810,4
24403,4
19305,4
30144,4
16970,"4, 8, 30"
32166,"16, 21"
26033,"13, 16"
26317,"4, 16, 39"
22991,"4, 16, 28, 35, 39"
22993,"4, 16, 28, 35"
27573,7
28101,4
20075,"4, 23"
34358,"16, 35"
34363,"16, 35"
28143,"7, 13"
9070,4
18469,"4, 35"
14181,"7, 9, 13, 31"
31575,"1, 7, 37"
19921,"1, 18, 26, 28, 33"
7575,"4, 7, 26, 31, 35"
25139,"4, 33, 35"
18815,"1, 4, 29"
19897,"4, 26, 35"
34234,4
8415,"2, 7, 13"
16530,"4, 35"
16730,"4, 35"
16480,"2, 4, 9"
30942,"13, 16"
16482,"2, 4, 9, 16, 35"
31672,"2, 4, 9, 16, 35"
13091,4
31971,35
30980,"7, 16"
32229,"16, 21"
30997,"7, 16"
30943,"7, 16"
23865,4
26145,"13, 16"
26155,"13, 16"
30978,"7, 16"
26315,"7, 16"
10353,"4, 30"
19069,35
8799,"1, 2, 29"
4220,"7, 9, 13"
30158,16
26143,"13, 16"
32472,"16, 21"
22275,"4, 35"
17624,"2, 4, 29"
29846,"4, 16, 38"
26197,"13, 16"
33888,9
2742,"4, 16, 29"
33343,"9, 16"
8229,9
31057,9
7531,39
32763,21
14947,"4, 9"
29435,"16, 21"
29403,"16, 24"
21163,"6, 9, 16"
29795,"6, 13, 16"
28115,"6, 16"
22541,4
28185,4
32666,4
23819,"1, 2"
20085,4
32225,"16, 21"
29275,"13, 16, 22"
28113,"13, 16"
29888,"16, 21"
17521,"2, 16"
23007,"2, 16"
23009,"2, 16"
23645,"9, 16"
21539,"4, 16"
29053,"16, 21"
9338,"1, 7, 24"
19831,4
25809,4
27389,"9, 16"
8999,"1, 2"
30065,"13, 21"
22567,16
23267,35
3362,17
9866,7
29796,16
33154,"7, 39, 40"
32087,4
32088,"4, 13"
19879,4
34238,"4, 23"
20023,4
30025,"16, 38"
23181,16
14213,13
17675,2
23011,"1, 37"
17467,"1, 7, 33"
29635,"4, 26"
19559,"4, 26"
17903,30
33414,"4, 13"
32073,"16, 21"
23515,9
29922,
7106,"19, 29"
29399,"2, 16"
7526,9
30905,4
28089,"4, 16"
33175,"21, 26"
30932,"7, 9, 16"
33618,"13, 28, 31"
20185,"2, 4"
29611,"2, 4, 16, 38"
13165,16
28595,"2, 4, 29"
7960,"1, 10"
33238,7
13463,16
29487,"16, 35"
32842,"4, 16"
29832,"2, 16"
30417,"4, 16"
33002,"4, 16"
10953,"4, 16, 35"
28073,"13, 16"
26133,"9, 13, 16"
30403,4
29727,"2, 25, 36"
3879,"7, 13"
29459,"16, 21"
22591,"2, 4, 9, 31, 34"
6018,7
24121,"4, 16, 35"
22609,"16, 37"
33122,35
33310,"2, 4"
12359,16
33913,4
19849,"4, 35"
27399,"4, 35"
29729,4
32143,"4, 35, 39"
32147,"4, 35"
33789,"4, 35"
22675,"4, 35"
22631,"4, 23"
22635,"4, 23"
22633,"4, 23"
17359,"4, 35"
25941,"4, 35"
32145,"4, 35"
32146,"4, 35"
8324,"7, 26, 33"
7709,"16, 35"
4331,"4, 16"
10856,"4, 16"
10855,"4, 16"
6063,"4, 16"
16434,"7, 20, 30"
34156,4
32736,"1, 4"
29613,"2, 4, 16, 38"
30646,"4, 16"
16458,"7, 13, 31, 35"
16460,"7, 13, 16, 31, 35"
29177,"16, 21"
23739,"2, 9"
32660,"3, 14, 16"
29953,"5, 21"
10466,"1, 7, 20, 30"
3458,"4, 16"
23177,"7, 21, 26, 31, 35"
21981,16
15897,"4, 16"
31464,"4, 37"
31465,"4, 37"
30386,"7, 16, 35"
31078,
20005,4
17423,"7, 21, 35"
25601,"7, 21, 35"
29393,2
29397,35
29391,35
19909,"7, 9"
5018,4
34235,4
31642,"4, 16, 28"
30200,21
30803,"4, 16, 28, 35"
34476,"29, 35"
3769,"1, 33, 37"
29898,29
22493,"9, 16"
22623,"9, 16"
22617,"9, 16"
17613,16
32621,"2, 9, 16, 17, 18"
22577,"9, 16"
22569,"9, 16"
31667,"4, 9"
31647,"4, 23"
23089,"4, 16"
7527,1
13103,"2, 7"
30360,"2, 9, 16"
23633,16
23635,16
2093,"26, 31, 35"
29925,16
27451,16
27455,"16, 29"
27457,"3, 16"
27459,"3, 16"
6524,"2, 16"
27463,"3, 16"
27465,"2, 16"
27461,"16, 21"
27453,"16, 21"
22593,4
8670,16
30765,"7, 16"
34118,35
24811,4
25983,"4, 22"
17313,"16, 37"
16650,"16, 37"
17321,"16, 37"
17317,"16, 37"
18339,"4, 37"
18341,"4, 37"
32385,"1, 19"
32148,"4, 35"
29377,"5, 21"
34406,"16, 21"
9426,"4, 16"
9533,"4, 16"
9542,"4, 8, 26"
10459,4
11589,4
19009,"4, 9"
15873,"4, 18"
5240,"4, 21"
23889,"4, 21, 33"
30095,"1, 4, 30"
29910,"1, 9, 13, 18"
33278,"1, 9, 13, 18"
33258,"1, 4, 9, 13, 18"
29936,"1, 9, 13, 18"
29937,"1, 9, 13, 18"
29935,"1, 9, 13, 18"
15905,"1, 9, 13, 18"
33761,"14, 22, 39"
29483,16
33630,"2, 9, 29"
9438,"1, 2, 29"
32219,"1, 2"
16526,"4, 23, 28"
17721,"7, 13"
7473,13
10607,4
29477,"16, 19"
19467,"4, 7, 31"
32768,21
3372,2
14249,2
22241,2
13459,4
32851,21
22391,5
29797,16
6195,35
3073,"4, 16"
9536,"4, 16"
15069,16
31302,"4, 29"
31898,"3, 4, 16"
32221,"3, 16, 24"
4547,29
20147,"2, 4, 16, 35"
16620,"1, 19"
29375,"2, 4, 16, 19"
16566,"1, 19, 29"
16490,19
16562,"1, 19, 29"
19875,"4, 16"
14781,"1, 19, 29"
33237,7
20003,35
7211,4
25623,"7, 15, 26"
9061,"2, 9"
31373,"2, 16"
33710,5
10653,"29, 36"
33535,35
9212,"26, 31"
8567,"9, 16"
30138,4
33078,"4, 6"
30204,13
31547,13
8685,39
32559,4
4940,"1, 2"
23707,"2, 9"
17427,7
5997,"1, 2, 7, 13, 18, 24, 27, 33, 35"
33239,"7, 35"
32397,35
29471,"16, 35"
4574,"1, 19, 33"
8561,29
23593,"7, 35"
33856,4
33857,4
25915,"16, 35"
3869,"4, 9"
15393,7
29798,16
5810,"4, 38"
13365,"2, 29"
29637,"7, 26"
9993,"1, 7, 27"
29559,16
21483,"4, 35"
10077,9
22973,"1, 13"
7696,13
7697,"1, 13"
7698,"1, 13"
8678,"1, 13"
29547,"9, 16, 17"
29545,"9, 16"
22627,"9, 16"
34191,"9, 16"
30378,"30, 35"
29675,7
31052,"2, 4, 33"
22399,16
30059,7
33860,13
23867,"4, 16"
28561,"7, 16"
27681,"4, 35"
33824,"7, 13"
32734,"4, 35"
28017,"13, 16"
29733,"2, 16"
28615,"4, 35"
4684,"9, 16"
27961,"13, 16"
33318,
10850,"4, 23, 24, 35"
16245,"4, 28, 33"
33163,4
28693,13
32897,"7, 13"
10045,"4, 7, 8, 26, 30"
29744,21
17835,"4, 28, 31"
7216,"2, 9, 16"
7398,9
30028,"2, 9, 13, 16, 17, 39"
10241,4
25607,"2, 9, 13"
22523,13
27379,"2, 29"
19167,"7, 13"
16788,"1, 2, 19"
10820,"19, 23, 29"
8955,"1, 2, 4, 9, 29"
20797,"16, 35"
8041,"4, 8"
32583,"16, 21, 28"
25035,"7, 13"
29647,5
25329,16
2096,"26, 29, 31"
28887,4
32627,13
15961,"1, 3, 4, 28, 30"
30097,"1, 4, 30"
33906,21
27811,"1, 6, 13, 18, 27, 39"
31264,5
31265,5
25979,4
26007,"4, 16"
33760,"2, 9"
32796,"2, 4, 9"
32797,"2, 4, 9"
33193,"4, 23"
33195,"1, 2, 4, 9, 23"
33194,"4, 23"
33196,"4, 23"
10506,4
9404,4
25093,16
30201,21
18683,"1, 4, 26, 28, 33"
1739,16
30983,"13, 16"
24441,"1, 3"
33801,"7, 39"
30447,"2, 16"
33538,"7, 30"
33539,"7, 30"
33540,"3, 7, 30"
18939,"2, 4, 9, 16, 17"
18941,"2, 4, 9, 16, 17"
32014,"1, 4, 9, 16"
18943,"2, 4, 9, 16, 17"
20963,"2, 4, 9, 16"
28293,"2, 16"
9885,"4, 9"
21547,"1, 4, 9"
21487,"4, 35"
21489,"4, 35"
23393,"2, 16, 35"
25065,"7, 26"
17221,"2, 7, 31"
33132,9
10304,"1, 18"
15875,37
16486,37
7980,"4, 28, 35, 39"
9749,30
17315,"16, 37"
30045,7
22401,16
22657,"4, 29"
16510,2
22997,"1, 29"
15823,"2, 16"
26223,"7, 16"
26157,"13, 16"
14069,16
15579,"2, 9"
22313,"1, 18"
26159,"28, 33"
7052,"1, 13, 18, 27, 30"
31508,
10633,4
26263,"7, 16"
13449,"19, 37"
9546,7
30939,"7, 28"
2712,"4, 26"
30208,"16, 21"
29401,16
33415,"4, 28"
6091,"1, 22"
29389,"2, 16"
5933,"2, 7, 13"
33484,"1, 13, 16"
30070,"1, 13"
22683,"9, 13, 16"
22995,35
19981,2
10756,7
29741,29
9349,"1, 4, 7, 30"
24789,21
31942,"16, 21, 37"
30960,"14, 29"
9879,16
10369,"4, 13"
7092,"4, 28, 30, 37"
25075,"7, 31, 35"
33199,4
8829,"4, 35"
8832,"4, 35"
32884,"4, 35"
33200,16
26151,"13, 16"
30940,"7, 16"
13307,"1, 2, 27, 33"
19983,"1, 2, 27, 33"
7639,"2, 9, 33"
31321,"7, 13, 16"
20223,"7, 13, 33"
19887,37
27963,33
17211,"4, 31"
33855,"4, 21"
33757,"20, 29"
24085,"7, 30"
30982,"7, 16"
32226,"5, 16"
10541,4
11611,4
11609,4
13551,"4, 7, 30, 35"
1863,"2, 9, 13"
32369,"2, 9, 13"
32888,2
31829,2
29756,2
32609,2
2101,"26, 31"
32757,21
11405,"1, 29"
28019,"1, 16, 22"
26321,"7, 16"
19999,"2, 4, 16"
10774,"13, 37"
8143,4
31450,"5, 21"
16804,"1, 19, 33"
28573,"7, 16"
23979,35
28555,"7, 9, 16"
30933,"7, 9, 16"
24669,"2, 9"
16814,"1, 2, 36"
30082,"16, 21"
18283,"1, 2, 19, 29, 33, 36"
18303,"1, 2, 29, 33"
22393,"9, 16, 21"
22791,"7, 35"
31948,"1, 7"
21517,16
21941,"4, 9, 16"
16988,"4, 9, 16"
21933,"4, 9, 16"
27499,"2, 9, 16"
21935,"4, 9, 16"
21973,"4, 9, 16"
27501,"2, 9, 16"
21937,"4, 9, 16"
10061,"4, 9, 16"
21943,"4, 9, 16"
21945,"4, 9, 16"
9007,"4, 9, 16"
27371,"4, 9, 16"
17213,"4, 16"
22037,"4, 9, 16, 29"
17004,"4, 9, 16, 38"
21947,"4, 9, 16"
17215,"4, 16"
27569,"4, 9, 16"
21951,"4, 9, 16"
21953,"4, 9, 16"
18591,"9, 16, 17"
27491,"4, 9, 16"
27495,"2, 9, 16"
27571,"4, 9, 16"
27497,"2, 9, 16"
16163,"2, 4, 16, 38"
21957,"4, 9, 16"
21955,"4, 9, 16"
21959,"4, 9, 16"
10056,"4, 9, 16"
